DATE,TAVG,TAVG_LAG_1,TAVG_LAG_2,TAVG_LAG_3,TAVG_LAG_4,TAVG_LAG_5,TAVG_LAG_6,TAVG_LAG_7,TAVG_LAG_8,TAVG_LAG_9,TAVG_LAG_10,TAVG_LAG_11,TAVG_LAG_12
1980-01-31,29.403225806451612,36.62903225806452,48.56666666666667,52.62903225806452,64.88333333333334,71.66129032258064,74.48387096774194,68.16666666666667,61.12903225806452,48.68333333333333,42.45161290322581,23.071428571428573,32.45161290322581
1980-02-29,27.810344827586206,29.403225806451612,36.62903225806452,48.56666666666667,52.62903225806452,64.88333333333334,71.66129032258064,74.48387096774194,68.16666666666667,61.12903225806452,48.68333333333333,42.45161290322581,23.071428571428573
1980-03-31,36.82258064516129,27.810344827586206,29.403225806451612,36.62903225806452,48.56666666666667,52.62903225806452,64.88333333333334,71.66129032258064,74.48387096774194,68.16666666666667,61.12903225806452,48.68333333333333,42.45161290322581
1980-04-30,48.71666666666667,36.82258064516129,27.810344827586206,29.403225806451612,36.62903225806452,48.56666666666667,52.62903225806452,64.88333333333334,71.66129032258064,74.48387096774194,68.16666666666667,61.12903225806452,48.68333333333333
1980-05-31,59.38709677419355,48.71666666666667,36.82258064516129,27.810344827586206,29.403225806451612,36.62903225806452,48.56666666666667,52.62903225806452,64.88333333333334,71.66129032258064,74.48387096774194,68.16666666666667,61.12903225806452
1980-06-30,66.3,59.38709677419355,48.71666666666667,36.82258064516129,27.810344827586206,29.403225806451612,36.62903225806452,48.56666666666667,52.62903225806452,64.88333333333334,71.66129032258064,74.48387096774194,68.16666666666667
1980-07-31,75.80645161290323,66.3,59.38709677419355,48.71666666666667,36.82258064516129,27.810344827586206,29.403225806451612,36.62903225806452,48.56666666666667,52.62903225806452,64.88333333333334,71.66129032258064,74.48387096774194
1980-08-31,74.1774193548387,75.80645161290323,66.3,59.38709677419355,48.71666666666667,36.82258064516129,27.810344827586206,29.403225806451612,36.62903225806452,48.56666666666667,52.62903225806452,64.88333333333334,71.66129032258064
1980-09-30,66.93333333333334,74.1774193548387,75.80645161290323,66.3,59.38709677419355,48.71666666666667,36.82258064516129,27.810344827586206,29.403225806451612,36.62903225806452,48.56666666666667,52.62903225806452,64.88333333333334
1980-10-31,52.354838709677416,66.93333333333334,74.1774193548387,75.80645161290323,66.3,59.38709677419355,48.71666666666667,36.82258064516129,27.810344827586206,29.403225806451612,36.62903225806452,48.56666666666667,52.62903225806452
1980-11-30,41.21666666666667,52.354838709677416,66.93333333333334,74.1774193548387,75.80645161290323,66.3,59.38709677419355,48.71666666666667,36.82258064516129,27.810344827586206,29.403225806451612,36.62903225806452,48.56666666666667
1980-12-31,28.596774193548388,41.21666666666667,52.354838709677416,66.93333333333334,74.1774193548387,75.80645161290323,66.3,59.38709677419355,48.71666666666667,36.82258064516129,27.810344827586206,29.403225806451612,36.62903225806452
